DS_TO_MF_execute_ls,ALPHAPR
P.FL.GR.CMS.SN01ETHN,P.FL.GR.CMS.AUTH_EXPORT.WD.0900
P.FL.GR.CMS.AUTH_EXPORT.WD.0900,P.FL.GR.CMS.AUTH_EXPORT_IBMI_M
P.FL.GR.CMS.AUTH_EXPORT.SUBFLOW.1.1500,P.JW.GR.CMS.AUTH_EXPORT.CMS_EOD.OIC_DOCUMENTS_00011_#.XML.1500
P.JW.GR.CMS.AUTH_EXPORT.CMS_EOD.OIC_DOCUMENTS_00011_#.XML.1500,P.JW.GR.CMS.AUTH_EXPORT.CMS_PTLFLIKE.BAT.1500
P.JW.GR.CMS.CLOSE_CHANNEL.WAY4.FEE.AUTH.EXPORT,P.WS.GR.CMS.AUTH_EXPORT.START.OWSICCBSAUTHORIZATIONSEXPORTSCH-845-143
P.WS.GR.CMS.AUTH_EXPORT.START.OWSICCBSAUTHORIZATIONSEXPORTSCH,P.JW.GR.CMS.AUTH_EXPORT.START.AUTHORIZATIONSEXPORTSCH.WAIT.60-368-143
P.FL.GR.CMS.AUTH_EXPORT.STATUS.OWSICCBSAUTHORIZATIONSEXPORTSCH,P.JW.GR.CMS.OPEN_CHANNEL.WAY4.FEE.AUTH.EXPORT-368-143
P.JW.GR.CMS.AUTH_EXPORT.START.AUTHORIZATIONSEXPORTSCH.WAIT.60,P.FL.GR.CMS.AUTH_EXPORT.STATUS.OWSICCBSAUTHORIZATIONSEXPORTSCH-368-143
P.FL.GR.CMS.AUTH_EXPORT.WD.1500,P.FL.GR.CMS.AUTH_EXPORT_SESPIKA1FROMMFR.TRIG.TXT.2
P.FL.GR.CMS.AUTH_EXPORT_IBMI_M,P.FL.GR.CMS.AUTH_EXPORT.WD.1500
P.FL.GR.CMS.AUTH_EXPORT.SUBFLOW.1.1600,P.JW.GR.CMS.AUTH_EXPORT.CMS_EOD.OIC_DOCUMENTS_00011_#.XML.1600
P.JW.GR.CMS.AUTH_EXPORT.CMS_EOD.OIC_DOCUMENTS_00011_#.XML.1600,P.JW.GR.CMS.AUTH_EXPORT.CMS_PTLFLIKE.BAT.1600
P.JW.GR.CMS.CLOSE_CHANNEL.WAY4.FEE.AUTH.EXPORT,P.WS.GR.CMS.AUTH_EXPORT.START.OWSICCBSAUTHORIZATIONSEXPORTSCH-845-143-849
P.WS.GR.CMS.AUTH_EXPORT.START.OWSICCBSAUTHORIZATIONSEXPORTSCH,P.JW.GR.CMS.AUTH_EXPORT.START.AUTHORIZATIONSEXPORTSCH.WAIT.60-368-143-849
P.FL.GR.CMS.AUTH_EXPORT.STATUS.OWSICCBSAUTHORIZATIONSEXPORTSCH,P.JW.GR.CMS.OPEN_CHANNEL.WAY4.FEE.AUTH.EXPORT-368-143-849
P.JW.GR.CMS.AUTH_EXPORT.START.AUTHORIZATIONSEXPORTSCH.WAIT.60,P.FL.GR.CMS.AUTH_EXPORT.STATUS.OWSICCBSAUTHORIZATIONSEXPORTSCH-368-143-849
P.FL.GR.CMS.AUTH_EXPORT_SESPIKA.2,P.FL.GR.CMS.AUTH_EXPORT.WD.1600
P.FL.GR.CMS.AUTH_EXPORT.WD.1600,P.FL.GR.CMS.AUTH_EXPORT_IBMI_N
_.GR.CMS.AUTH_EXPORT_IBMI_M.MOVE.IBMIW4PTLFFL.FROM.IBMI.TO.SSIS,P.J4.GR.CMS.AUTH_EXPORT_IBMI_M.CLSTPTW4M-650
P.JW.GR.CMS.AUTH_EXPORT_IBMI.CMS_PTLFLIKE_IBMI.BAT,P.FT.GR.CMS.AUTH_EXPORT_IBMI_M.MOVE.IBMIW4PTLFFL.TO.IBMI
_.GR.CMS.AUTH_EXPORT_IBMI_N.MOVE.IBMIW4PTLFFL.FROM.IBMI.TO.SSIS,P.J4.GR.CMS.AUTH_EXPORT_IBMI_N.CLSTPTW4N
P.JW.GR.CMS.AUTH_EXPORT_IBMI.CMS_PTLFLIKE_IBMI.BAT,_.GR.CMS.AUTH_EXPORT_IBMI_N.MOVE.IBMIW4PTLFFL.FROM.IBMI.TO.SSIS
P.J4.GR.CMS.AUTH_EXPORT_IBMI_N.CLSTPTW4N,END_P.FL.GR.CMS.AUTH_EXPORT_IBMI_N
P.JW.GR.CMS.AUTH_EXPORT_SESPIKA.CMS_PTLFLIKE_SESPIKA.BAT+1,_.FT.GR.CMS.AUTH_EXPORT_SESPIKA.KATP.PD.PRCOS.FTIP.KF5YPIN1.SE+1-833
P.FL.GR.CMS.AUTH_EXPORT_SESPIKA1FROMMFR.TRIG.TXT.1,P.FL.GR.CMS.AUTH_EXPORT_SESPIKA.1-833
P.FL.GR.CMS.AUTH_EXPORT_SESPIKA.1,P.FL.GR.CMS.SN01ETHN
P.JW.GR.CMS.AUTH_EXPORT_SESPIKA.CMS_PTLFLIKE_SESPIKA.BAT+1,_.FT.GR.CMS.AUTH_EXPORT_SESPIKA.KATP.PD.PRCOS.FTIP.KF5YPIN1.SE+1-431-833
P.FL.GR.CMS.AUTH_EXPORT_SESPIKA1FROMMFR.TRIG.TXT.2,P.FL.GR.CMS.AUTH_EXPORT_SESPIKA.2-833
P.JW.GR.CMS.AUTH_EXPORT_SESPIKA.CMS_PTLFLIKE_SESPIKA.BAT+1,_.FT.GR.CMS.AUTH_EXPORT_SESPIKA.KATP.PD.PRCOS.FTIP.KF5YPIN1.SE+1-431-971-833
P.FL.GR.CMS.AUTH_EXPORT_SESPIKA1FROMMFR.TRIG.TXT.3,P.FL.GR.CMS.AUTH_EXPORT_SESPIKA.3
P.JW.GR.CMS.SN01ETHN.CMS_SN01ETHN.BAT,P.FT.GR.CMS.SN01ETHN.KATP.PD.WAY4.FTIP.W4ATM.SEQ
P.JW.GR.CMS.SN01ETHN.SN01ETHN_.ARCHIVE,END_P.FL.GR.CMS.SN01ETHN
P.FT.GR.CMS.SN01ETHN.KATP.PD.WAY4.FTIP.W4ATM.SEQ,P.JW.GR.CMS.SN01ETHN.SN01ETHN_.ARCHIVE
P.JW.GR.CMS.EDW_CREDIT.DEL.CA.TRIGGER,P.EW.GR.CMS.EDW_CREDIT.CA.TRIGGER
P.EW.GR.CMS.EDW_CREDIT.CA.TRIGGER,P.JW.GR.CMS.EDW_CREDIT.CA.TRIGGER+1-765
P.JW.GR.CMS.EDW_CREDIT.CA.TRIGGER+1,END_P.FL.GR.CMS.EDW_CREDIT.CREATE.TRIGGER.FILE
P.EW.GR.CMS.EDW_CREDIT.CA.TRIGGER,P.JW.GR.CMS.EDW_CREDIT.CA.TRIGGER+1
P.FL.GR.CMS.MASSVIB.IBANUPD,END_P.FL.GR.CMS.MASSVIB
P.FL.GR.CMS.MASSVIB.UNLOADING,P.FL.GR.CMS.MASSVIB.IBANUPD
P.JW.GR.CMS.MASSVIB.IBANUPD.SAVEINPUTFILES.BAT,P.FT.GR.CMS.MASSVIB.IBANUPD.COP.RENAME.MOV.REISS_ACCOUNT.TXT
P.FL.GR.CMS.MASSVIB.ISSUING,P.FL.GR.CMS.MASSVIB.LOADING
P.JW.GR.CMS.MASSVIB.ISSUING.SAVEINPUTFILES.BAT,P.FT.GR.CMS.MASSVIB.ISSUING.COP.MOV.ISS.TXT
P.FL.GR.CMS.MASSVIB.LOADING,P.FL.GR.CMS.MASSVIB.REISSUING
P.JW.GR.CMS.MASSVIB.LOADING.SAVEINPUTFILES.BAT,P.FT.GR.CMS.MASSVIB.LOADING.COP.MOV.LOAD.TXT
P.FL.GR.CMS.MASSVIB.REISSUING,P.FL.GR.CMS.MASSVIB.UNLOADING
P.JW.GR.CMS.MASSVIB.UNLOADING.SAVEINPUTFILES.BAT,P.FT.GR.CMS.MASSVIB.UNLOADING.MOV.UNLOAD.TXT
P.FL.GR.CMS.MASSVRIB.ISSUING,P.JW.GR.CMS.MASSVRIB.LOADING
P.FL.GR.CMS.MASSVRIB.LOADING,P.JW.GR.CMS.MASSVRIB.REISSUING
P.FL.GR.CMS.MASSVRIB.UNLOADING,P.JW.GR.CMS.MASSVRIB.IBANUPD
P.FL.GR.CMS.MASSVRIB.REISSUING,P.JW.GR.CMS.MASSVRIB.UNLOADING
P.FL.GR.CMS.MASSVRIB.IBANUPD,P.JW.GR.CMS.MASSVRIBEND_FOLDER
P.JW.GR.CMS.MASSVRIB.IBANUPD.GETRESPONSEFILES.BAT,P.JW.GR.CMS.MASSVRIB.IBANUPD.MOV.REISS_ACCOUNT_R.TXT.TO.ARCH
P.JW.GR.CMS.MASSVRIB.IBANUPD.REN.REISS_ACCOUNT_R.TXT,P.JW.GR.CMS.MASSVRIB.IBANUPD.GETRESPONSEFILES.BAT
P.JW.GR.CMS.MASSVRIB.IBANUPD.MOV.REISS_ACCOUNT_R.TXT,P.JW.GR.CMS.MASSVRIB.IBANUPD.REN.REISS_ACCOUNT_R.TXT
P.JW.GR.CMS.MASSVRIB.IBANUPD.MOV.REISS_ACCOUNT_R.TXT.TO.ARCH,END_P.FL.GR.CMS.MASSVRIB.IBANUPD
P.JW.GR.CMS.MASSVRIB.ISSUING.GETRESPONSEFILES.BAT,P.JW.GR.CMS.MASSVRIB.ISSUING.MOV.ISS_R.TXT.TO.ARCH
P.JW.GR.CMS.MASSVRIB.ISSUING.MOV.ISS_R.TXT,P.JW.GR.CMS.MASSVRIB.ISSUING.GETRESPONSEFILES.BAT
P.JW.GR.CMS.MASSVRIB.ISSUING.MOV.ISS_R.TXT.TO.ARCH,END_P.FL.GR.CMS.MASSVRIB.ISSUING
P.JW.GR.CMS.MASSVRIB.LOADING.GETRESPONSEFILES.BAT,P.JW.GR.CMS.MASSVRIB.LOADING.MOV.LOAD_R.TXT.TO.ARCH
P.JW.GR.CMS.MASSVRIB.LOADING.MOV.LOAD_R.TXT,P.JW.GR.CMS.MASSVRIB.LOADING.GETRESPONSEFILES.BAT
P.JW.GR.CMS.MASSVRIB.LOADING.MOV.LOAD_R.TXT.TO.ARCH,END_P.FL.GR.CMS.MASSVRIB.LOADING
P.JW.GR.CMS.MASSVRIB.REISSUING.GETRESPONSEFILES.BAT,P.JW.GR.CMS.MASSVRIB.REISSUING.MOV.REISS_R.TXT.TO.ARCH
P.JW.GR.CMS.MASSVRIB.REISSUING.MOV.REISS_R.TXT,P.JW.GR.CMS.MASSVRIB.REISSUING.GETRESPONSEFILES.BAT
P.JW.GR.CMS.MASSVRIB.REISSUING.MOV.REISS_R.TXT.TO.ARCH,END_P.FL.GR.CMS.MASSVRIB.REISSUING
P.JW.GR.CMS.MASSVRIB.UNLOADING.GETRESPONSEFILES.BAT,P.JW.GR.CMS.MASSVRIB.UNLOADING.MOV.UNLOAD_R.TXT.TO.ARCH
P.JW.GR.CMS.MASSVRIB.UNLOADING.MOV.UNLOAD_R.TXT,P.JW.GR.CMS.MASSVRIB.UNLOADING.GETRESPONSEFILES.BAT
P.JW.GR.CMS.MASSVRIB.UNLOADING.MOV.UNLOAD_R.TXT.TO.ARCH,END_P.FL.GR.CMS.MASSVRIB.UNLOADING
P.EW.GR.CMS.MELLON,P.JW.GR.CMS.MELLON.DEL.TRIGGER.FILE
P.JW.GR.CMS.MELLON.DEL.TRIGGER.FILE,P.FT.GR.CMS.MELLON.TO.CARD.DEPT
P.FT.GR.CMS.MELLON.TO.CARD.DEPT,END_FOLDER
P.FT.GR.CMS.MERCH_TRMNL.W4POSPF3,P.JW.GR.CMS.MERCH_TRMNL.CMS_ACQ_MERCHANTS_DAILY.BAT
P.J4.GR.CMS.MERCH_TRMNL.W4METCL1,P.FT.GR.CMS.MERCH_TRMNL.W4POSPF3
P.FT.GR.CMS.MERCH_TRMNL.W4PPEPF3AA,P.JW.GR.CMS.MERCH_TRMNL.CMS_ACQ_MERCHANTS_DAILY.BAT
P.J4.GR.CMS.MERCH_TRMNL.W4METCL1,P.FT.GR.CMS.MERCH_TRMNL.W4PPEPF3AA
P.J4.GR.CMS.MERCH_TRMNL.W4DLTCL1,END_P.FL.GR.CMS.MERCH_TRMNL
P.FL.GR.CMS.MERCH_TRMNL.SUBFLOW.7,W4DLTCL1
W4DLTCL1,P.JW.GR.CMS.MERCH_TRMNL.END_FOLDER
P.FL.GR.CMS.MERCH_TRMNL,P.FL.GR.CMS.POST.MERCH_TRMNL.TO.TERM.RECONC
P.JW.GR.CMS.MERCH_TRMNL.CMS_ACQ_MERCHANTS_DAILY.BAT,P.JW.GR.CMS.MERCH_TRMNL.AADVAPL001100_.COUNT_FILES.BAT
P.FL.GR.CMS.MERCH_TRMNL.SUBFLOW.4,P.JW.GR.CMS.MERCH_TRMNL.CMS_ACQ_TERMINALS_DAILY.BAT
P.JW.GR.CMS.MERCH_TRMNL.CMS_ACQ_TERMINALS_DAILY.BAT,P.JW.GR.CMS.MERCH_TRMNL.5.AADVAPL001100_.COUNT_FILES.BAT
P.FL.GR.CMS.MERCH_TRMNL.SUBFLOW.1,P.JW.GR.CMS.MERCH_TRMNL.2.AADVAPL001100_.COUNT_FILES.BAT
P.FL.GR.CMS.MERCH_TRMNL.SUBFLOW.2,P.JW.GR.CMS.MERCH_TRMNL.3.AADVAPL001100_.COUNT_FILES.BAT
P.FL.GR.CMS.MERCH_TRMNL.SUBFLOW.3,P.JW.GR.CMS.MERCH_TRMNL.4.AADVAPL001100_.COUNT_FILES.BAT
P.FL.GR.CMS.MERCH_TRMNL.SUBFLOW.5,P.JW.GR.CMS.MERCH_TRMNL.6.AADVAPL001100_.COUNT_FILES.BAT
P.FL.GR.CMS.MERCH_TRMNL.SUBFLOW.6,P.JW.GR.CMS.MERCH_TRMNL.7.AADVAPL001100_.COUNT_FILES.BAT
P.JW.GR.CMS.CLOSE_CHANNEL.1.WAY4.IMPORT.ACCEPT.RES,P.JW.GR.CMS.MERCH_TRMNL.1.AADVAPL001100_
P.JW.GR.CMS.MERCH_TRMNL.1.AADVAPL001100_,P.WS.GR.CMS.MERCH_TRMNL.1.START.APPL_IMPORT
P.WS.GR.CMS.MERCH_TRMNL.1.START.APPL_IMPORT,P.JW.GR.CMS.MERCH_TRMNL.1.START.APPL_IMPORT.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.1.START.APPL_IMPORT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.1.STATUS.APPL_IMPORT
P.WS.GR.CMS.MERCH_TRMNL.1.START.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.1.START.APPL_ACCEPT.WAIT.60
P.FL.GR.CMS.MERCH_TRMNL.1.STATUS.APPL_IMPORT,P.WS.GR.CMS.MERCH_TRMNL.1.START.APPL_ACCEPT
P.JW.GR.CMS.MERCH_TRMNL.1.START.APPL_ACCEPT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.1.STATUS.APPL_ACCEPT
P.WS.GR.CMS.MERCH_TRMNL.1.START.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.1.START.APPL_RES.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.1.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT,P.WS.GR.CMS.MERCH_TRMNL.1.START.APPL_RES
P.JW.GR.CMS.MERCH_TRMNL.1.START.APPL_RES.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.1.STATUS.APPL_RES
P.JW.GR.CMS.MERCH_TRMNL.1.RBDXADVAPL001100_,P.JW.GR.CMS.MERCH_TRMNL.1.OPEN_CHANNEL.W4.IMP.ACC.RES
P.FL.GR.CMS.MERCH_TRMNL.1.STATUS.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.1.RBDXADVAPL001100_
P.FL.GR.CMS.MERCH_TRMNL.1.STATUS.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.1.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT
P.JW.GR.CMS.CLOSE_CHANNEL.2.WAY4.IMPORT.ACCEPT.RES,P.JW.GR.CMS.MERCH_TRMNL.2.AADVAPL001100_
P.JW.GR.CMS.MERCH_TRMNL.2.AADVAPL001100_,P.WS.GR.CMS.MERCH_TRMNL.2.START.APPL_IMPORT
P.WS.GR.CMS.MERCH_TRMNL.2.START.APPL_IMPORT,P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_IMPORT.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_IMPORT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT
P.WS.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT.WAIT.60
P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT,P.WS.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_ACCEPT
P.WS.GR.CMS.MERCH_TRMNL.2.START.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_RES.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.2.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT,P.WS.GR.CMS.MERCH_TRMNL.2.START.APPL_RES
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_RES.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_RES
P.JW.GR.CMS.MERCH_TRMNL.2.RBDXADVAPL001100_,P.JW.GR.CMS.MERCH_TRMNL.2.OPEN_CHANNEL.W4.IMP.ACC.RES
P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.2.RBDXADVAPL001100_
P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.2.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT
P.JW.GR.CMS.CLOSE_CHANNEL.3.WAY4.IMPORT.ACCEPT.RES,P.JW.GR.CMS.MERCH_TRMNL.3.AADVAPL001100_
P.JW.GR.CMS.MERCH_TRMNL.3.AADVAPL001100_,P.WS.GR.CMS.MERCH_TRMNL.3.START.APPL_IMPORT
P.WS.GR.CMS.MERCH_TRMNL.3.START.APPL_IMPORT,P.JW.GR.CMS.MERCH_TRMNL.3.START.APPL_IMPORT.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_IMPORT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT-500
P.WS.GR.CMS.MERCH_TRMNL.3.START.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.3.START.APPL_ACCEPT.WAIT.60
P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT,P.WS.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT-500
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_ACCEPT-500
P.WS.GR.CMS.MERCH_TRMNL.3.START.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.3.START.APPL_RES.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.3.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT,P.WS.GR.CMS.MERCH_TRMNL.3.START.APPL_RES
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_RES.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_RES-500
P.JW.GR.CMS.MERCH_TRMNL.3.RBDXADVAPL001100_,P.JW.GR.CMS.MERCH_TRMNL.3.OPEN_CHANNEL.W4.IMP.ACC.RES
P.FL.GR.CMS.MERCH_TRMNL.3.STATUS.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.3.RBDXADVAPL001100_
P.FL.GR.CMS.MERCH_TRMNL.3.STATUS.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.3.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT
P.JW.GR.CMS.CLOSE_CHANNEL.4.WAY4.IMPORT.ACCEPT.RES,P.JW.GR.CMS.MERCH_TRMNL.4.AADVAPL001100_
P.JW.GR.CMS.MERCH_TRMNL.4.AADVAPL001100_,P.WS.GR.CMS.MERCH_TRMNL.4.START.APPL_IMPORT
P.WS.GR.CMS.MERCH_TRMNL.4.START.APPL_IMPORT,P.JW.GR.CMS.MERCH_TRMNL.4.START.APPL_IMPORT.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_IMPORT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT-500-692
P.WS.GR.CMS.MERCH_TRMNL.4.START.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.4.START.APPL_ACCEPT.WAIT.60
P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT,P.WS.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT-500-692
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_ACCEPT-500-692
P.WS.GR.CMS.MERCH_TRMNL.4.START.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.4.START.APPL_RES.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.4.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT,P.WS.GR.CMS.MERCH_TRMNL.4.START.APPL_RES
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_RES.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_RES-500-692
P.JW.GR.CMS.MERCH_TRMNL.4.RBDXADVAPL001100_,P.JW.GR.CMS.MERCH_TRMNL.4.OPEN_CHANNEL.W4.IMP.ACC.RES
P.FL.GR.CMS.MERCH_TRMNL.4.STATUS.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.4.RBDXADVAPL001100_
P.FL.GR.CMS.MERCH_TRMNL.4.STATUS.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.4.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT
P.JW.GR.CMS.CLOSE_CHANNEL.5.WAY4.IMPORT.ACCEPT.RES,P.JW.GR.CMS.MERCH_TRMNL.5.AADVAPL001100_
P.JW.GR.CMS.MERCH_TRMNL.5.AADVAPL001100_,P.WS.GR.CMS.MERCH_TRMNL.5.START.APPL_IMPORT
P.WS.GR.CMS.MERCH_TRMNL.5.START.APPL_IMPORT,P.JW.GR.CMS.MERCH_TRMNL.5.START.APPL_IMPORT.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_IMPORT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT-500-692-715
P.WS.GR.CMS.MERCH_TRMNL.5.START.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.5.START.APPL_ACCEPT.WAIT.60
P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT,P.WS.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT-500-692-715
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_ACCEPT-500-692-715
P.WS.GR.CMS.MERCH_TRMNL.5.START.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.5.START.APPL_RES.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.5.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT,P.WS.GR.CMS.MERCH_TRMNL.5.START.APPL_RES
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_RES.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_RES-500-692-715
P.JW.GR.CMS.MERCH_TRMNL.5.RBDXADVAPL001100_,P.JW.GR.CMS.MERCH_TRMNL.5.OPEN_CHANNEL.W4.IMP.ACC.RES
P.FL.GR.CMS.MERCH_TRMNL.5.STATUS.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.5.RBDXADVAPL001100_
P.FL.GR.CMS.MERCH_TRMNL.5.STATUS.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.5.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT
P.JW.GR.CMS.CLOSE_CHANNEL.6.WAY4.IMPORT.ACCEPT.RES,P.JW.GR.CMS.MERCH_TRMNL.6.AADVAPL001100_
P.JW.GR.CMS.MERCH_TRMNL.6.AADVAPL001100_,P.WS.GR.CMS.MERCH_TRMNL.6.START.APPL_IMPORT
P.WS.GR.CMS.MERCH_TRMNL.6.START.APPL_IMPORT,P.JW.GR.CMS.MERCH_TRMNL.6.START.APPL_IMPORT.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_IMPORT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT-500-692-715-987
P.WS.GR.CMS.MERCH_TRMNL.6.START.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.6.START.APPL_ACCEPT.WAIT.60
P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT,P.WS.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT-500-692-715-987
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_ACCEPT-500-692-715-987
P.WS.GR.CMS.MERCH_TRMNL.6.START.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.6.START.APPL_RES.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.6.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT,P.WS.GR.CMS.MERCH_TRMNL.6.START.APPL_RES
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_RES.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_RES-500-692-715-987
P.JW.GR.CMS.MERCH_TRMNL.6.RBDXADVAPL001100_,P.JW.GR.CMS.MERCH_TRMNL.6.OPEN_CHANNEL.W4.IMP.ACC.RES
P.FL.GR.CMS.MERCH_TRMNL.6.STATUS.APPL_RES,P.JW.GR.CMS.MERCH_TRMNL.6.RBDXADVAPL001100_
P.FL.GR.CMS.MERCH_TRMNL.6.STATUS.APPL_ACCEPT14,P.JW.GR.CMS.MERCH_TRMNL.6.W4ETLW4_APPL_ACCEPT_ERROR_HANDLING.BAT
P.JW.GR.CMS.CLOSE_CHANNEL.7.WAY4.IMPORT.ACCEPT.RES,P.JW.GR.CMS.MERCH_TRMNL.7.AADVAPL001100_
P.JW.GR.CMS.MERCH_TRMNL.7.AADVAPL001100_,P.WS.GR.CMS.MERCH_TRMNL.7.START.APPL_IMPORT
P.WS.GR.CMS.MERCH_TRMNL.7.START.APPL_IMPORT,P.JW.GR.CMS.MERCH_TRMNL.7.START.APPL_IMPORT.WAIT.60
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_IMPORT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT-500-692-715-987-727
P.WS.GR.CMS.MERCH_TRMNL.7.START.APPL_ACCEPT,P.JW.GR.CMS.MERCH_TRMNL.7.START.APPL_ACCEPT.WAIT.60
P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_IMPORT,P.WS.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT-500-692-715-987-727
P.JW.GR.CMS.MERCH_TRMNL.2.START.APPL_ACCEPT.WAIT.60,P.FL.GR.CMS.MERCH_TRMNL.2.STATUS.APPL_ACCEPT-500-692-715-987-727
